,Modal Administration,Urban/Rural,Project Name,Applicant,Round,cap_plan,Project Type,Project Description,Amount,coord,lat,lon
229,FHWA,Rural,Pueblo of Laguna Bike and Pedestrian Priority Route Construction,Pueblo of Laguna,2015,Capital,Road,The Pueblo of Laguna Bike and Pedestrian Priority Route Construction Project will help complete a bike and pedestrian route network in the Pueblo of Laguna.,1000000.0,"(34.9068, -107.2798)",34.9068,-107.2798
230,FTA,Urban,Stamford Intermodal Access,City of Stamford,2011,Capital,Transit,"TIGER funds will be invested in functional improvements to the Stamford Transit Center (STC).  STC is a major hub between New York and New England, which serves 1,000 buses and 225 commuter trains daily.  The station was not designed to accommodate the 30,000 weekday passengers that pass through it every weekday.  The number of daily users is expected to double over the next few decades.  Major problems include congested and inaccessible train platforms, limited station capacity, and unsafe surrounding streets.  For these reasons, the station is not operating optimally.  These problems will be addressed by increasing the station’s capacity and improving its accessibility.",10500000.0,"(41.053295, -73.537283)",41.053295,-73.537283
231,FHWA,Rural,Martin Memorial Bridge Replacement,Maine DOT,2012,Capital,Road,"TIGER funds will replace the structurally deficient Martin Memorial Bridge running over the Androscoggin River on route 232 in Richmond, Maine. The current bridge, built in 1955, has a capacity of 26 tons, well below the state requirement of 45 tons. This prevents large trucks from using it, requiring a detour of 10-12 miles to cross the river. The area is an important trade link for lumber and paper, and the bridge is essential for the economic vitality of the region. Additionally, TIGER funds will support the inclusion of bike lanes on the new bridge, which is on the Maine bicycle system but does not currently have them.",5202700.0,"(44.091658, -69.784755)",44.091658,-69.784755
232,FTA,Urban,Greater Downtown OKC Transit Circulator Environmental Assessment ,Central Oklahoma Transportation and Parking Authority (COTPA),2010,Planning,Planning,"TIGER II money will be used to develop an environmental assessment for a greater downtown circulator transit project in Oklahoma City. The required analysis will lead to alternatives for a locally preferred major transit investment that connects major activity centers in the central core. The urban circulator will make the area more walkable, sustainable, and livable.",378000.0,"(35.471702, -97.52099)",35.471702,-97.52099
233,FHWA,Urban,"Lower Hill Redevelopment ""cap"" Design",Sports & Exhibition Authority of Pittsburgh and Allegheny Co,2014,Planning,Road,"The Lower Hill Redevelopment Improvement “cap” design project would fund the preliminary design for the “cap” over Interstate I-579 between Centre Avenue and Bigelow Boulevard.  TIGER funds will not support construction of the ""cap"" or improvements to surrounding streets.",1551632.0,"(40.442111, -79.989437)",40.442111,-79.989437
234,FHWA,Urban,US-14 Underpass (Barrington),"Village of Barrington, Illinois",2010,Planning,Planning,"The US-14 Underpass project will complete preliminary engineering and design for the grade separation of five lanes of US Route 14, as well as the existing pedestrian walkway and bike trail from the EJ and E/Canadian National Railway. This project will alleviate safety concerns due to significantly increased rail traffic following the Surface Transportation Board’s approval of the Canadian National acquisition of the EJ and E Railroad. The TIGER II grant will fund preliminary work to prepare for the $70 million construction project that will increase safety, efficiency and economic competitiveness in rural Illinois.",2800000.0,"(42.154124, -88.136126)",42.154124,-88.136126
235,FHWA,Urban,57/60 Confluence Freight Corridor Project,City of Industry,2014,Capital,Road,The SR-57/60 Confluence Freight Corridor Project will conduct improvements on the eastbound and westbound directions of SR-60 between the SR-57 connectors and improve the Grand Avenue interchange.,10000000.0,"(34.01055, -117.823563)",34.01055,-117.823563
236,FHWA,Rural,Alakanuk Community Streets Improvement,AVCP on behalf of Village of Alakanuk,2013,Capital,Road,"TIGER funds will be used to pave almost three miles of gravel streets and earth roads in the Village of Alakanuk, Alaska. These repairs will enhance mobility and improve the quality of life in the village by making drainage improvements and reducing dust, a significant source of air pollution that coats the fish that residents dry in the sun. The project has regional and local community support, and is supplemented by a $3.2 million match. The project is part of a long range planning effort and has been listed as a priority for years in the region.",2200000.0,"(62.685282, -164.653519)",62.685282,-164.653519
237,FHWA,Rural,Tamiami Trail / Everglades Restoration,Florida Department of Transportation,2014,Capital,Road,"The Tamiami Trail Modifications project will replace a portion of the Tamiami Trail (US-41) with an elevated 2.6-mile bridge that will help to restore natural storm water flows into the Everglades National Park (ENP) and Northeast Shark River, while preserving a critical transportation link between Southwest Florida and Miami.",20000000.0,"(25.888879, -80.513306)",25.888879,-80.513306
238,FHWA,Rural,US 101 Smith River Safety Corridor,Tribe of Smith River Rancheria,2011,Capital,Road,"Smith River Rancheria, a Federally recognized tribe in Northwest California, will make roadway improvements to address safety concerns on U.S. 101 that runs through tribal lands. TIGER funds will construct traffic calming and pedestrian improvements including innovative colorized, stamped highway shoulder treatments on existing road and new signage. Investments will also include lighting and related small scale improvements to help pedestrians at intersections.",2500000.0,"(41.95157, -124.206449)",41.95157,-124.206449
239,MARAD,Urban,Port of Seattle Terminal 46 Rehabilitation Project,Port of Seattle,2014,Capital,Maritime,"The Port of Seattle Terminal 46 project will rehabilitate deteriorated berth pile caps and dock deck panels; construct a storm water system to treat terminal runoff; pave 435,000 square yards of terminal area and install new lighting controls; increase load capacity and extend crane rail at dock; construct new road to grade-separate truck traffic from rail yard; and provide public amenities to access 13.8 acres of habitat around the terminal site.",20000000.0,"(47.595753, -122.340668)",47.595753,-122.340668
240,FHWA,Rural,Delta Frame Bridge,Virginia DOT,2013,Capital,Road,"TIGER funds will be used to rehabilitate the Lexington Delta Frame Bridges along I-64 in Rockbridge County, VA. The existing bridges carry an estimated 9,115 vehicles per day, and serve as the gateway to the Appalachian and Alleghany Highland regions. The project goals will provide a safer, long-lasting, river crossing, and protect this critical national asset.",11957984.0,"(37.814362, -79.439284)",37.814362,-79.439284
241,"FHWA
(FTA Consult)",Urban,The Pioneer Corridor Plan,Wasatch Front Regional Council,2014,Planning,Regional Planning,The Pioneer Corridor Plan project will create a multi-modal corridor plan for the I-15 Corridor.  The planning process will analyze different transportation modes within the corridor and make recommendations for infrastructure investments and policies coordinated with housing and economic development.,820000.0,"(40.757164, -111.91798)",40.757164,-111.91798
242,FHWA,Urban,Millwork District Complete Streets Improvements,City of Dubuque,2009,Capital,Road,"The project is a Complete Streets project to help create a vibrant environment for the people that live and work in the Historic Millwork District in downtown Dubuque. The objective is to design streets that are attractive, convenient and safe for a broad range of users, including drivers, public transit, pedestrians, bicyclists, people without access to automobiles, children and people with disabilities. It will improve connectivity and provide greater access for people that are transit-dependent. As many as 60 percent of the new residents within the Historic Millwork District are estimated to be traveling to work downtown and the project will allow them to more conveniently and safely walk, bike or take transit to work, improving livability in the Millwork District by reducing commute times and providing new and improved travel options for walkers, bicyclists and transit riders.",5600000.0,"(42.494395, -90.665565)",42.494395,-90.665565
243,FRA,Urban,South Florida Freight and Passenger Rail Enhancement,Florida DOT,2013,Capital,Rail,"TIGER funds will be used to better link Southern Florida’s two major freight rail corridors to improve freight and passenger connectivity in the region. Through strategic, targeted investments, the project will allow freight traffic to more easily shift to the industrial South Florida Corridor railway corridor, which increases capacity for current and future passenger traffic on the Florida East Coast Railway corridor. The resulting mobility improvements will enable freight traffic to bypass downtown Ft. Lauderdale and West Palm Beach, creating additional capacity for regional commuter rail and planned intercity service.",13750000.0,"(26.350433, -80.08801)",26.350433,-80.08801
244,FTA,Rural,Jackson Intermodal Connectivity,Town of Jackson,2013,Capital,Transit,"TIGER funds will support the construction of three projects: a new regional bus transit facility featuring maintenance, fueling garages and administrative offices, and two pathways connecting to the new transit facility. There are numerous local investments from a combination of public and private sources, contributing a total of $24.8 million of the $52 million project.",8000000.0,"(43.479255, -110.762092)",43.479255,-110.762092
245,FHWA,Urban,Ann Arbor Bridges ,City of Ann Arbor,2010,Capital,Road,"The Ann Arbor Bridges project will replace two bridges on an important east-west arterial road in Ann Arbor, connecting residential and commercial areas in the west with the University of Michigan, the city’s largest high school, and St. Joseph Hospital in the east. The project will replace the current bridges which have been reduced from four lanes to two lanes of traffic for safety reasons. In addition, this project also adds bike lanes, widens sidewalks, and creates ADA-compliant facilities to provide motorized and non- motorized travel options, minimizes life-cycle costs and replaces a structurally deficient bridge, and eliminates severe weight restrictions and ensures proper clearance for freight rail and trucks, ensuring the safe and smooth movement of goods through the area.",13900000.0,"(42.286834, -83.750509)",42.286834,-83.750509
246,MARAD,Urban,Port of New Orleans Rail Yard Improvements,Board of Commissioners of the Port of New Orleans,2011,Capital,Port,"The Port of New Orleans will renovate a specialized rail yard at the Louisiana Avenue terminal along the Mississippi River.  The project has two components: (1) construction of a new 12-acre freight rail intermodal terminal, and (2) resurfacing and fortifying a 4-acre storage yard that is used for ultra-heavy project cargoes.  The objective of the project is to reduce congestion, facilitate the movement of marine and rail cargo, stimulate international commerce, and maintain this small but essential port asset in a state of good repair.",16738246.0,"(29.99061, -90.025049)",29.99061,-90.025049
247,MARAD,Urban,California Green Trade Corridor/Marine Highway Project,"Ports of Oakland, Stockton, W. Sacramento",2009,Capital,Port,"This is a collaborative effort of three regional ports in California to develop and use a marine highway system as an alternative to existing truck and rail infrastructure. The Port of Oakland along with the inland Ports of Stockton and West Sacramento have formed a partnership to provide freight service via barge, primarily for consumer goods moving by ocean vessel and agricultural products grown in Central California. This will improve the quality of life for Northern Californians by reducing greenhouse gas emissions and air pollutants and relieving congestion and wear-and-tear on Northern and Central California’s highways, helping to reduce round-trip and overall truck miles traveled to and from distribution centers and port facilities in the area, with corresponding savings in fuel costs achieved by shipping goods by barge rather than exclusively by truck.",30000000.0,"(38.159304, -121.798367)",38.159304,-121.798367
248,FRA,Urban,Alton Regional Multimodal Station,City of Alton IL,2011,Capital,Transit,"The Alton Regional Multimodal Transportation Center will be constructed adjacent to Alton’s new Amtrak High Speed Rail Station in the new Robert Wadlow Town Center in Alton. The intermodal center will enable passengers to transfer seamlessly between Amtrak’s Lincoln Route Service, regional transit lines, bicycle trails, and pedestrian facilities. The Multimodal Transportation Center will encourage transit-oriented development in the economically distressed City of Alton.",13850000.0,"(38.894202, -90.182714)",38.894202,-90.182714
249,FHWA,Rural,Pelican Point Road Project,Pyramid Lake Paiute Tribe,2013,Capital,Road,"TIGER funds will relocate an intersection, construct secondary access roads, and build parking and day-use recreational facilities at a popular recreation site on land administered by the Pyramid Lake Paiute Tribe. The project will have a significant, positive impact on economic development in the area, using low impact development techniques to address stormwater runoff.",2949513.0,"(39.827306, -119.367973)",39.827306,-119.367973
250,MARAD,Rural,Port of Lewiston Dock Extension,Port of Lewiston,2012,Capital,Port,"TIGER funds will improve this inland port on the Columbia/Snake River System.  TIGER funding will be used to extend the port’s existing 120 foot dock by 150 feet. The current size of the dock limits the movement of the port’s unloading crane to a relatively small area. Currently, the barge or crane must be repositioned several times to reach cargo, a long and cumbersome procedure. Extending the dock will allow the crane to move along the entire face of the dock and provide access to two barges simultaneously.",1300000.0,"(46.418604, -117.016991)",46.418604,-117.016991
251,FRA,Rural,Lexington Multi-Modal Transportation Station Area Plan ,City of Lexington,2010,Planning,Planning,"The project will plan for a multi-modal transit station to connect Winston-Salem and surrounding municipalities to the Raleigh-Charlotte rail corridor planned for service in 2015. The station will serve as a passenger rail stop and a hub for bus, taxi, bicycle and pedestrian networks and increase connectivity for residents of a city with an unemployment rate of 18%.",700000.0,"(35.824316, -80.250339)",35.824316,-80.250339
252,FTA,Urban,Denver TOD Program - Strategic Implementation,"City and County of Denver, Colorado-Community Planning and Development ",2010,Planning,Planning,"The Denver Housing Authority is dedicated to transforming its 62 acres of property along the new West Corridor light rail line into transit-oriented, sustainable communities. The grant will be used to implement Transit-Oriented Development (TOD) programs, including a comprehensive, multi-modal plan for future nearby transit stations and high frequency bus corridors. The planning process will include affordable housing land banking, station area plan implementation, preliminary design, and public outreach. The partnership between Denver, the Urban Land Conservancy, Enterprise Community Partners, and private investors created a $15 million development fund to support the affordable housing land banking.",1155872.0,"(39.739481, -104.995697)",39.739481,-104.995697
253,FHWA,Rural,Regional Truck Parking Information and Management System,Kansas Department of Transportation,2015,Capital,Road,"The Regional Truck Parking Information and Management System Project will implement an eight state regional truck parking information management system using existing Intelligent Transportation Systems (ITS) technology on major truck freight routes at both State DOT-owned and private truck rest areas, including traveler information websites, dynamic truck parking signage along interstates, and through the use of smart phone applications. The grant will support projects in Kansas, Indiana, Iowa, Kentucky, Michigan, Minnesota, Ohio, and Wisconsin.",25000000.0,"(39.0542, -95.6721)",39.0542,-95.6721
254,FTA,Rural,Ihanktonwan Transit Facilities Project,Yankton Sioux Tribe,2012,Capital,Transit,"TIGER funds will build the Ihanktonwan Transit Facility, creating a single location in rural Marty, South Dakota, to house maintenance, transit vehicle storage, and administrative functions for buses serving the Yankton Sioux Tribe reservation. The tribe began providing transit services to residents in May 2011, and is currently operating a fleet of three vehicles. However, without a storage and maintenance facility, vehicles are being stored at the homes of drivers, exposing them to the elements. Vehicles currently undergo maintenance and repair at regular commercial facilities. The proposed facility will allow for safe vehicle storage, more regular maintenance, and cost savings.",1000000.0,"(42.992286, -98.423492)",42.992286,-98.423492
255,FTA,Urban,Indianapolis Red Line Planning Studies,Indianapolis Public Transportation Corporation,2014,Planning,Transit,"The Indianapolis Red Line Planning Studies project would begin preliminary engineering and environmental review in accordance with FTA Small Starts requirements, with the intent of developing the country’s first all-electric BRT line. ",2073200.0,"(39.769756, -86.157875)",39.769756,-86.157875
256,FTA,Urban,"Priority Bus Transit in the Capital Region (DC, VA, MD)",WashCOG,2009,Capital,Transit,"The project will provide more efficient bus service along 13 transit corridors in Maryland, Virginia and Washington, D.C., by investing in a bus transitway, bus-only lanes, transit signal priority, traffic signal management, real-time arrival technology and other enhancements. The priority bus transit corridors will significantly improve the performance of existing infrastructure and will provide more efficient and timely access to homes and jobs. These funds will also be used to build a new transit center at the intersection of University Boulevard and New Hampshire Avenue on the border of Montgomery and Prince George’s Counties in Maryland which will consolidate scattered bus stops at a heavily used bus transfer point into one facility.",58838000.0,"(38.882432, -77.012057)",38.882432,-77.012057
257,FRA,Rural,Central Pennsylvania Rail and Road Expansion ,SEDA COG Joint Rail Authority,2010,Capital,Rail,"This will make numerous improvements to the safety and efficiency of freight movement for Pennsylvania’s publicly owned short line railway system, making system-wide improvement for the 200 miles of track owned by the SEDA-Council of Governments Joint Rail Authority. Overall, the project will add 9.2 miles of track on existing roadbed, rehabilitate 7.5 miles of railway, and provide new installation of over 36,000 feet of sidings to increase capacity and points of distribution for well service companies.",10000000.0,"(41.245272, -76.916917)",41.245272,-76.916917
258,FHWA,Rural,New River Parkway,West Virginia Department of Transportation,2014,Capital,Road,"The New River Parkway will construct a two-lane, slow speed touring parkway passing through the diverse and dramatic landscapes of the middle New River basin. ",10000000.0,"(37.927291, -81.156499)",37.927291,-81.156499
259,FHWA,Rural,Milton-Madison Bridge Replacement (KY and IN),Kentucky Transportation Cabinet,2009,Capital,Road,"The project will replace the existing Milton-Madison Bridge (US 421), constructed in 1929, which is currently both structurally deficient and functionally obsolete by today’s standards. The bridge provides a link between the communities of Milton, Kentucky and Madison, Indiana, two economically distressed areas that make up a single community. An estimated 10,700 vehicles cross the bridge each day. Bicycle/pedestrian access will be included in the bridge between these two cities, which is supported by both Kentucky and Indiana, which will share in the funding of the project.",20000000.0,"(38.729677, -85.370541)",38.729677,-85.370541
260,MARAD,Urban,BT1 Infrastructure Expansion Project,Lake Charles Harbor and Terminal District,2014,Capital,Maritime,"The BT1 Infrastructure Expansion Project will construct a barge fleeting area, new berths, bulkhead, and conveyors, as well as dredging necessary for these improvemetns.",10000000.0,"(30.195014, -93.291659)",30.195014,-93.291659
261,FTA,Urban,Merrimack River Bridge Rehabilitation,Massachusetts Bay Transportation Authority,2011,Capital,Transit,"The Merrimack River Bridge Project, located in Haverhill, Massachusetts, will repair and reconstruct three bridges that provide an integral connection from Boston to Haverhill and points north.  The bridges, with twelve spans, have a total length of approximately 1,042 feet.  They carry two railroad tracks over the Merrimack River in the city of Haverhill and serve as an important corridor for passenger service such as the MBTA Commuter Rail - Haverhill Line, Amtrak’s “Downeaster” train and also Pan Am freight service.",10000000.0,"(42.777136, -71.075264)",42.777136,-71.075264
262,FRA,Urban,Tower 55 Freight Rail Improvements,Texas DOT,2010,Capital,Rail,"Tower 55, a major rail and traffic bottleneck, is a rail intersection in downtown Fort Worth, TX, where Union Pacific and Burlington Northern Santa Fe railroad lines cross. The project will improve the flow of train traffic through this intersection by adding an additional north-south track and by installing new signals and a new interlocking system. This intersection currently operates at 90 percent above capacity, handling close to 100 trains per day. Improvements will allow 40 percent more trains through the intersection, providing 20 years of additional capacity.",34000000.0,"(32.752344, -97.324791)",32.752344,-97.324791
263,FRA,Rural,Port of Tucson: Container Export Rail Facility,Pima County,2013,Capital,Rail,"TIGER funds will extend the Wilmot siding and install high-powered switches to eliminate the need to slow and stop arriving trains at the inland Port of Tucson Container Export Rail Facility. Currently, the Port is the only location in Arizona that can accommodate large loads such as pipeline or wind tower components, but unit trains must pass through a manual switching before entering the Port, creating delays on adjacent roadways and the Union Pacific mainline. By automating the switches for trains entering the Port, this project will reduce congestion and delays experienced by motorists and other trains. The project will also construct a double loop track at the Port so unit trains can simultaneously load and unload.",5000000.0,"(32.129379, -110.843327)",32.129379,-110.843327
264,FHWA,Rural,Three-County Roadway Improvements Program,"Claiborne County, Miss.",2014,Capital,Road,The Three County Roadway Improvements Program will  improve motor vehicle transportation reliability and safety in an economically-disadvantaged rural region by creating a fully-connected and safe county transportation system that allows direct movement of citizens and goods from rural areas to local economic points of interest.,17885750.0,"(31.964979, -90.950317)",31.964979,-90.950317
265,FTA,Urban,Parramore Bus Rapid Transit,The City of Orlando,2010,Capital,Transit,"This project will add a 1.9 mile BRT route to the existing 2.5 mile LYNX/ LYMMO BRT system west of Interstate 4. The extension will connect residents of Parramore, Orlando’s lowest income neighborhood, to the LYNX Central Station – a major hub for transit with a planned 2013 opening. The project takes advantage of a series of recent underpass improvements within Parramore to eliminate the long standing east- west divide in the city caused by Interstate 4.",10000000.0,"(28.537971, -81.391789)",28.537971,-81.391789
266,FHWA,Urban,Mercer Corridor West Reconstruction,"City of Seattle, WA",2012,Capital,Road,"TIGER funds will continue the six-lane cross-section of the Mercer Corridor East project under State Route 99, which will both increase capacity and improve mobility for all users. It will also complete the project’s second critical phase, creating a continuous two-way arterial street from Interstate 5 (I-5) to Elliott Avenue West. TIGER funds will replace the winding westbound route now on Broad Street and will modify signals and movement to convert the Mercer and Roy Street couplet into two-way streets from Fifth Avenue North to Queen Anne Avenue North. Mercer Street was constructed 60 years ago and is now 20 years beyond its intended lifespan. Sidewalks are inadequate, signal equipment is obsolete, drainage facilities have insufficient capacity, and utility infrastructure is old and at risk of failure.",14000000.0,"(47.621871, -122.351138)",47.621871,-122.351138
267,FHWA,Urban,Anacostia Bicycle and Pedestrian Project,District of Columbia DOT,2012,Capital,Bicycle and Pedestrian,"TIGER funds will complete four missing miles of bicycle and pedestrian paths on the Kenilworth Gardens Trail, connecting hundreds of miles of existing trail networks in Maryland and DC. This path will create new options for bicycle commuters and bring economic and health benefits to communities along the trail. The overall project includes the construction of five bridges, raised pathways, and multi-use paths. It will connect 16 waterfront neighborhoods to the Anacostia River, as well as the Southwest Waterfront, the Nationals baseball stadium, the Navy Yard, RFK Stadium, the National Arboretum, and other popular destinations.",10000000.0,"(38.908408, -76.94858)",38.908408,-76.94858
268,FHWA,Urban,CREATE,Illinois DOT,2012,Capital,Rail,"TIGER funds will be used to complete two projects in the Chicago Region Environmental and Transportation Efficiency (CREATE) program, a public-private partnership to improve freight flows through the Chicago region. The partnership includes the Illinois DOT, Chicago DOT, Metra, Amtrak, and the Association of American Railroads (AAR). This grant funding completes the planned improvements along the Western Avenue rail corridor, including replacing 16 hand-thrown switches with automatic switches; constructing connection tracks between CSX, Norfolk Southern, and BNSF tracks; and installing a computerized Traffic Control System to improve speeds and reduce delays throughout the corridor.",10440000.0,"(41.888362, -87.686513)",41.888362,-87.686513
269,MARAD,Rural,Makah Tribe Oil Spill Response Access Dock Plan,Makah Indian Tribe,2014,Planning,Maritime,"In response to a U.S. Coast Guard requirement that the Makah Tribe develop an emergency response facility, this Oil Spill Response Access Dock Phase plan will plan and design a dock that will be used for oil spill prevention, a safe harbor, and emergency response base of operations.",1101904.0,"(48.36605, -124.61575)",48.36605,-124.61575
270,FRA,Urban,Fast Track New Bedford,Massachusetts DOT,2009,Capital,Rail,"This includes the reconstruction of four inadequate and dangerous freight rail bridges. These bridges are more than 100 years old and can only accommodate train speeds of five miles per hour or less. The bridges were last rated in 1995 as having inadequate superstructures. The bridge replacements are critical to moving freight from the waterfront area, which otherwise has to be moved by truck. Currently, 1300 carloads per year of PCB-contaminated dredge spoils are hauled from the New Bedford Harbor over the freight rail bridges. An additional 500 carloads of freight also depend on the bridges. Replacing the bridges will reduce fuel consumption and provide development opportunities in the waterfront area.",20000000.0,"(41.637541, -70.931085)",41.637541,-70.931085
271,FHWA,Urban,Canal Crossing,Jersey City Redevelopment Agency,2010,Planning,Planning,"Planning and design efforts will address modifications to infrastructure, subdivision of properties, zoning changes, and connections to the light rail stop and bike paths at Canal Crossing, a 111-acre redevelopment site in Jersey City surrounded by predominately minority households with high unemployment and poverty rates. Revitalization of this area has been hampered by outdated infrastructure, large tracts of contaminated former industrial lands, and a road system that fails to sufficiently link up with the local regional rail network. The project focus will be to create a residential, mixed-use, transit-oriented development with access to open space amenities in a community with a significant low-income population. The process will also develop a formal legal framework to ensure that redevelopment is equitable.",1964400.0,"(40.718961, -74.045889)",40.718961,-74.045889
272,FTA,Urban,San Francisco Bay Area Core Capacity Transit Study,Metropolitan Transportation Commission,2014,Planning,Transit,"The San Francisco Bay Area Core Capacity Transit Study will evaluate and prioritize short-, medium- and long-term transit investments, and strategies to address existing and forecasted capacity constraints in the core of the region.   ",1000000.0,"(37.769642, -122.407044)",37.769642,-122.407044
273,FHWA,Urban,Southeast Baltimore Port Industry Freight Corridor Plan,City of Baltimore,2015,Capital,Road,"The Southeast Baltimore Port Industry Freight Corridor Plan Project will replace the structurally deficient Colgate Creek Bridge in Baltimore, Maryland. The project will also complete the Broening Highway freight corridor by making modifications to accommodate an alternative truck route to I-95, and implementing complete streets.",10000000.0,"(39.2824, -76.5407)",39.2824,-76.5407
274,MARAD,Urban,Reconstruction of Pier 29 in Honolulu Harbor,Hawaii DOT,2009,Capital,Port,"In 2008, the Pier 29 container yard at the Honolulu Harbor suffered structural failures, displacing the international carrier that used it. These funds will reconstruct Pier 29, adding approximately 12 acres of upgraded cargo yard while also increasing efficiency and safety in Honolulu Harbor.  Reconstructing Pier 29 will reduce truck traffic on busy and congested roadways in downtown Honolulu near Piers 1 and 2 by moving much of the traffic west towards the reconstructed Pier 29. Since Pier 29 is closer to Nimitz Highway and the primary inter-modal highway routes, reconstructing Pier 29 helps reduce fuel consumption and greenhouse emissions from cargo movements at Piers 1 and 2 in the downtown Honolulu area.",24500000.0,"(21.317464, -157.884049)",21.317464,-157.884049
275,FHWA,Urban,Restoring Pathways to Economic Opportunities,City of Birmingham,2014,Planning,Road,"The Restoring Pathways to Economic Opportunities Planning Project will examine mitigiation opportunites for the impacts of an elevated interstate that bisects neighborhoods in downtown Birmingham, cutting lower income neighborhoods off from jobs and services. ",125000.0,"(33.541395, -86.800232)",33.541395,-86.800232
276,FHWA,Urban,IL 83 (147th Street) Reconstruction,Illinois DOT,2011,Capital,Road,"The project will reconstruct two miles of Illinois Route 83 (147th Street) between Kedzie Avenue and Western Avenue/Dixie Highway with two travel lanes in each direction separated by a median to accommodate left turn lanes. The project will also reconstruct intersections, on-street bicycle facilities, new sidewalks, and bus shelters.",10438000.0,"(41.880028, -87.694265)",41.880028,-87.694265
277,FHWA,Urban,U.S. 17 Septima Clark Parkway,"City of Charleston, SC",2009,Capital,Road,"This would redesign and reconstruct the Septima Clark Parkway (US-17) to include a storm water runoff system that would quickly shunt water into the nearby river, helping to alleviate flooding in downtown Charleston in the area of the US-17 and I- 26 intersection during moderate to heavy rains. The roadway will be redesigned to improve highway accessibility, traffic efficiency and safety for vehicular and pedestrian traffic. The project also includes the introduction of intelligent transportation systems for more efficient traffic flow.",10000000.0,"(32.778264, -79.935035)",32.778264,-79.935035
278,FHWA,Urban,East Bay Pedestrian and Bicycle Network ,East Bay Regional Park District,2010,Capital,Bicycle and Pedestrian,"The East Bay Pedestrian and Bicycle Network will close several critical gaps in the nearly 200-mile bicycle and pedestrian trail system serving the 2.5 million residents of Contra Costa and Alameda counties in California. The project will separate bicycle and pedestrian traffic from automobile traffic, and connect to transit facilities. This project serves an economically diverse population with segments in Albany, Berkeley, Dublin, Dumbarton, Oakland, Pleasanton and Union City, improves safety by separating bicyclists and pedestrians from heavily used motorized corridors and completes portions of a wider network of existing bicycle and pedestrian trails.",10200000.0,"(37.890299, -122.298115)",37.890299,-122.298115
279,FHWA/TIFIA,Urban,State Route 91 Corridor Improvements,Riverside County Transportation Commission,2011,Capital,Road,"This $33.4 million TIGER TIFIA Payment will leverage a $445 million TIFIA loan to finance an 8-mile extension of the SR-91 Express Lanes from its current eastern terminus at the border of Orange and Riverside Counties, eastward to I-15.  Additionally, one general-purpose lane will be added to the facility in each direction along the project route.  The SR-91 corridor provides a vital link between employment and residential centers in Los Angeles, Orange, and Riverside Counties; and facilitates goods movement between I-15, I-10, and the Ports of Los Angeles and Long Beach.",20000000.0,"(33.9796, -117.370659)",33.9796,-117.370659
280,FHWA,Urban,Waterbury Active Transportation and Economic Resurgence (WATER) Project,City of Waterbury,2014,Capital,Road,"The Waterbury Active Transportation and Economic Resurgence (WATER) Project is a multi-faceted mobility enhancement project that will revitalize Waterbury’s river/rail corridor neighborhoods and downtown center and drive the economic resurgence of the City and region.   The grant includes reconstruction of Freight and Jackson Streets, a new pedestrian/bicycle bridge over Meadow Street, and Meadow Street Station area improvemetns, but not construction of the Waterbury Naugatuck River Greenway Phase 2.",14400000.0,"(41.553265, -73.044233)",41.553265,-73.044233
281,FRA,Rural,Northern Montana Multimodal Hub ,Northern Express Transportation Authority doing business as the Port of Northern Montana,2011,Capital,Rail,"Construction of the Port of Northern Montana Multimodal Hub will enable Montana shippers to ship and receive containerized international cargo.  This project will relocate a small BNSF rail facility from a residential and commercial area to an industrial park, expanding the facility to allow the shipment of intermodal unit trains.  Relocating freight traffic from the downtown will improve safety for non-freight traffic and will benefit the economic development of the area.",9998910.0,"(48.4983, -111.850684)",48.4983,-111.850684
282,FTA,Urban,New Orleans Streetcar - Union Passenger Terminal/Loyola Loop,New Orleans Regional Transit Authority,2009,Capital,Transit,"The Union Passenger Terminal/Loyola Loop Streetcar increases the ability of the New Orleans central business district to attract development and redevelopment of under-utilized properties along Loyola Avenue and provides significantly improved transit options and choices for residents of the area traveling to and from the central business district. The streetcar will run through New Orleans’ central business district along Loyola Avenue from the Union Passenger Terminal to Canal Street, providing significantly improved connectivity between local transit services along Canal Street and the Union Passenger Terminal, a major southern hub for Amtrak, with three trains serving the station.",45000000.0,"(29.942981, -90.088191)",29.942981,-90.088191
283,FRA,Rural,Kalamazoo to Dearborn Rail Improvements,Michigan DOT,2013,Capital,Rail,"TIGER funding will complete improvements in the Dearborn-Kalamazoo section of the designated High-Speed Rail corridor to enhance 110 mph operation. Tracks 1 and 2 will be upgraded to support speeds up to 110 mph between Kalamazoo and Battle Creek. Additionally, a second main line capable of operating at 110 mph will be constructed.",9383036.0,"(42.248297, -84.410319)",42.248297,-84.410319
284,FHWA,Rural,Northeast Iowa's Livable Rural Communities,"Winneshiek County, Iowa",2013,Capital,Road,"TIGER funds will be used to reconstruct 2.5 miles of deteriorated, suburban two-lane road in the town of Decorah, Iowa, and the unincorporated area of Freeport, Iowa. This regional project replaces an aged, limited-use road with a multi-modal system of roads, bridges, and trails. It will provide alternative transportation options for small town and rural community members, students, and commuters. This project demonstrates strong collaboration among a broad range of participants from the public and private sectors.",1651475.0,"(43.301889, -91.739608)",43.301889,-91.739608
