,Round,Project Name,Applicant Name,State,City,Project Type,Urban / Rural,Funding Request,Project Cost,Applicant Type,Grant
4599,2013,Downtown Re-Vitalization,City of Artesia,California,Artesia,Road,Urban,5940000.0,8440000.0,C: City or Township Government,TIGER 2013
4600,2013,Hosking Interchange (Hosking and SR 99) Component,City of Bakersfield,California,Bakersfield,Road,Urban,10000000.0,26000000.0,C: City or Township Government,TIGER 2013
4601,2013,State Route (SR) 58 Rosedale Highway,City of Bakersfield,California,Bakersfield,Road,Urban,32200000.0,38000000.0,C: City or Township Government,TIGER 2013
4602,2013,Lost Hills Road/US101 Bridge and Interchange Replacement Project,City of Calabasas,California,Calabasas,Road,Urban,10000000.0,25800000.0,C: City or Township Government,TIGER 2013
4603,2013,Del Amo Boulevard Bridge Replacement,City of Cerritos,California,Cerritos,Road,Urban,14400000.0,18000000.0,C: City or Township Government,TIGER 2013
4604,2013,Citracado Parkway Extension Project,City of Escondido,California,Escondido,Road,Urban,15108277.0,35502700.0,C: City or Township Government,TIGER 2013
4605,2013,Fairfield/Vacaville Intermodal Station,City of Fairfield,California,Fairfield,Freight Rail,Urban,12308010.0,65200010.0,C: City or Township Government,TIGER 2013
4606,2013,Fulton Mall Reconstruction Project,City of Fresno,California,Fresno,Road,Urban,15924620.0,19924620.0,C: City or Township Government,TIGER 2013
4607,2013,Hercules Intermodal Transit Center (ITC),City of Hercules,California,Hercules,Transit,Urban,26925000.0,69161000.0,C: City or Township Government,TIGER 2013
4608,2013,57/60 Confluence Freight Corridor Bottleneck Relief,City of Industry,California,La Puente,Road,Urban,20000000.0,34365000.0,C: City or Township Government,TIGER 2013
4609,2013,Century Boulevard Mobility Improvement Project,City of Inglewood,California,Inglewood,Road,Urban,17383296.0,44516963.0,C: City or Township Government,TIGER 2013
4610,2013,Bus Maintenance Facilities Project,City of Los Angeles,California,Los Angeles,Transit,Urban,16800000.0,21550000.0,C: City or Township Government,TIGER 2013
4611,2013,March Air Reserve Base Area Infrastructure Improvements,City of Moreno Valley,California,Moreno Valley,Road,Urban,10000000.0,12500000.0,C: City or Township Government,TIGER 2013
4612,2013,SR 49 & Main Street Intersection Improvement Project,City of Plymouth,California,Plymouth,Road,Rural,3805000.0,4291250.0,C: City or Township Government,TIGER 2013
4613,2013,White Rock Road Widening and Safety Improvements,City of Rancho Cordova,California,Rancho Cordova,Road,Urban,15466000.0,23466000.0,C: City or Township Government,TIGER 2013
4614,2013,The Oasis Road Interchange Project: Crossroads of I-5 and Oasis Road,City of Redding,California,Redding,Road,Urban,15500000.0,18600000.0,C: City or Township Government,TIGER 2013
4615,2013,State Route 163/Friars Road Interchange Project,City of San Diego,California,San Diego,Road,Urban,10000000.0,57178000.0,C: City or Township Government,TIGER 2013
4616,2013,"Reaches 7A, 9 and 9B of the San Francisco Bay Trail Project.","City of San Jose, CA",California,San Jose,Bicycle and Pedestrian,Urban,11104696.0,13856070.0,C: City or Township Government,TIGER 2013
4617,2013,"City of Seal Beach Golden Rain Road Safety, Health & Livability Improvement Project.",City of Seal Beach,California,Seal Beach,Road,Urban,10000000.0,12500000.0,C: City or Township Government,TIGER 2013
4618,2013,Cartmill Avenue Interchange Project,"City of Tulare, CA",California,Tulare,Road,Rural,9900000.0,35100000.0,C: City or Township Government,TIGER 2013
4619,2013,"Vasco Road Safety Improvements - Phase 2 (Contra Costa County, California)",Contra Costa County Public Works Department,California,Martinez,Road,Rural,11000000.0,15000000.0,B: County Government,TIGER 2013
4620,2013,Emerald Necklace East-West Connectors Project,County of Los Angeles Department of Public Works,California,Alhambra,Bicycle and Pedestrian,Urban,10091250.0,16755000.0,B: County Government,TIGER 2013
4621,2013,Campus Parkway - Segment 2,County of Merced,California,Merced,Road,Urban,20000000.0,33000000.0,B: County Government,TIGER 2013
4622,2013,The River Road Improvement Project,County of Monterey,California,Salinas,Road,Rural,9500000.0,9900000.0,B: County Government,TIGER 2013
4623,2013,Bradley Avenue/State Route 67 Interchange Improvements.,"County of San Diego, Department of Public Works",California,San Diego,Road,Urban,16035000.0,29500000.0,B: County Government,TIGER 2013
4624,2013,Sustainable and Economical Transportation Network,Federated Indians of Graton Rancheria,California,Rohnert Park,Transit,Rural,4541047.0,6834022.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2013
4625,2013,Golden Gate Bridge Moveable Median Project,Golden Gate Bridge Highway & Transportation District,California,San Rafael,Road,Urban,20000000.0,26678000.0,D: Special District Government,TIGER 2013
4626,2013,Roadway and Pedestrian Access Improvements at Calexico/Mexicali International Port of Entry,Imperial County Transportation Commission,California,El Centro,Road,Rural,19150000.0,22287000.0,E: Regional Organization,TIGER 2013
4627,2013,I-5 North High Occupancy Toll (HOT) Lanes,Los Angeles County Metropolitan Transportation Authority,California,Los Angeles,Road,Urban,20000000.0,282000000.0,E: Regional Organization,TIGER 2013
4628,2013,Leimert Park Village Station Construction,Los Angeles County Metropolitan Transportation Authority,California,Los Angeles,Transit,Urban,40000000.0,120000000.0,E: Regional Organization,TIGER 2013
4629,2013,Metro Blue Line Light Rail Transit System Signal Rehabilitation Project,Los Angeles County Metropolitan Transportation Authority,California,Los Angeles,Transit,Urban,20000000.0,64000000.0,E: Regional Organization,TIGER 2013
4630,2013,Los Banos Bypass Segment 1,Merced County Association of Governments,California,Merced,Road,Rural,12000000.0,62578000.0,E: Regional Organization,TIGER 2013
4631,2013,Napa Valley Mulitmodal Gap Closure Project Phase 2,Napa County Transporation Planning Agency,California,Napa,Bicycle and Pedestrian,Rural,3900000.0,5200000.0,E: Regional Organization,TIGER 2013
4632,2013,"Repair and Restoration of Existing Out of Service Railroad Roadbed, Trestles, Ballast, Ties and Rails Damaged due to Flooding",North Coast Railroad Authority,California,Ukiah,Freight Rail,Rural,11419500.0,14419500.0,A: State Government,TIGER 2013
4633,2013,Intermodal Corridor Improvement Project,Oxnard Harbor District,California,Port Hueneme,Maritime,Urban,16007000.0,27707000.0,D: Special District Government,TIGER 2013
4634,2013,Lake Tahoe Regional Multimodal Pedestrian and Safety Improvement Project,Placer County Public Works Department,California,Kings Beach,Road,Rural,7200000.0,32973000.0,B: County Government,TIGER 2013
4635,2013,San Joaquin Valley International Gateway Project,Port of Stockton,California,Stockton,Maritime,Urban,12100000.0,19500000.0,D: Special District Government,TIGER 2013
4636,2013,I-15 Bus-Only Lanes and Bus Rapid Transit Stations,San Diego Association of Governments,California,San Diego,Transit,Urban,10000000.0,45000000.0,E: Regional Organization,TIGER 2013
4637,2013,Pacific Surfliner Coastal Railway Bridge Replacement Project,San Diego Association of Governments,California,San Diego,Freight Rail,Urban,16400000.0,25200000.0,E: Regional Organization,TIGER 2013
4638,2013,SR 125 Freeway Connector Project,San Diego Association of Governments,California,San Diego,Road,Urban,15900000.0,19900000.0,A: State Government,TIGER 2013
4639,2013,San Diego's Sustainable Strategic Port Program:  Intermodal Capacity Enhancements,San Diego Unified Port District,California,San Diego,Maritime,Urban,18500000.0,25000000.0,D: Special District Government,TIGER 2013
4640,2013,San Joaquin Regional Transportation Center,San Joaquin Regional Transit District,California,Stockton,Transit,Urban,10000000.0,50767047.0,D: Special District Government,TIGER 2013
4641,2013,Caltrain Communications Based Overlay Signal System/Positive Train Control Project,San Mateo County Transit District,California,San Carlos,Freight Rail,Urban,67080000.0,231000000.0,D: Special District Government,TIGER 2013
4642,2013,Highway 246 Passing Lanes Project,Santa Barbara County Association of Governments (SBCAG),California,Santa Barbara,Road,Urban,5000000.0,35565000.0,X: Other (specify),TIGER 2013
4643,2013,US 101 Carpinteria Creek Bridges Project,Santa Barbara County Association of Governments (SBCAG),California,Santa Barbara,Road,Urban,15000000.0,100000000.0,X: Other (specify),TIGER 2013
4644,2013,"Light Rail Transit Efficiency Project, Phase II",Santa Clara Valley Transportation Authority (VTA),California,San Jose,Transit,Urban,10000000.0,60000000.0,D: Special District Government,TIGER 2013
4645,2013,State Route 85 Express Lanes Project,Santa Clara Valley Transportation Authority (VTA),California,San Jose,Road,Urban,24790000.0,172065000.0,D: Special District Government,TIGER 2013
4646,2013,Santa Cruz Branch Rail Line Revitalization,Santa Cruz County Regional Transportation Commission,California,Santa Cruz,Freight Rail,Urban,19066000.0,51437000.0,E: Regional Organization,TIGER 2013
4647,2013,Buckhorn Grade State Route 299 Improvement Capstone Project Roadway Realignment,Shasta County Regional Transportation Planning Agency,California,Redding,Road,Rural,7000000.0,41000000.0,E: Regional Organization,TIGER 2013
4648,2013,Sonoma-Marin Area Rail Transit District - SMART Bicycle-Pedestrian Pathway Construction,Sonoma-Marin Area Rail Transit (SMART),California,Petaluma,Bicycle and Pedestrian,Urban,10000000.0,22419086.0,D: Special District Government,TIGER 2013
4649,2013,Passenger Locomotive Rehabilitation to Tier 4+ Natural Gas Powered Passenger Locomotive Engine,Southern California Regional Rail Authority,California,Los Angeles,Freight Rail,Urban,11775000.0,16275000.0,D: Special District Government,TIGER 2013
4650,2013,Second Platform and Pedestrian Underpass at Vincent/Action Station,Southern California Regional Rail Authority,California,Los Angeles,Freight Rail,Rural,8000000.0,10548000.0,D: Special District Government,TIGER 2013
4651,2013,Claribel Road Widening Project,"Stanislaus County, CA",California,Modesto,Road,Rural,3800000.0,11200000.0,B: County Government,TIGER 2013
4652,2013,Susanville Indian Rancheria Spring Ridge Road Extension and Reconstruction,Susanville Indian Rancheria,California,Susanville,Road,Rural,1875962.0,2875962.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2013
4653,2013,Victor Valley Congestion Relief and Goods Movement Project,"Town of Apple Valley, CA",California,Apple Valley,Road,Urban,37350000.0,83300000.0,C: City or Township Government,TIGER 2013
4654,2013,Eastern Sierra Transit Authority Mammoth Lakes Facility Expansion,Town of Mammoth Lakes,California,Mammoth Lakes,Transit,Rural,6200000.0,6200000.0,C: City or Township Government,TIGER 2013
4655,2013,State Route (SR)89 Mousehole Union Pacific Railroad (UPRR) Undercrossing Improvement Project.,Town of Truckee,California,Truckee,Bicycle and Pedestrian,Rural,1500000.0,11252644.0,C: City or Township Government,TIGER 2013
4656,2013,Truckee Railyard Downtown Corridor Improvements Program,Town of Truckee,California,Truckee,Freight Rail,Rural,8448878.0,13533688.0,C: City or Township Government,TIGER 2013
4657,2013,Transbay Transit Center Bus Storage Facility Project,Transbay Joint Powers Authority,California,San Francisco,Transit,Urban,18200000.0,24250000.0,D: Special District Government,TIGER 2013
4658,2013,Tahoe-Pyramid Bikeway.,Truckee-Donner Recreation and Park District,California,Truckee,Bicycle and Pedestrian,Rural,2089150.0,2705900.0,D: Special District Government,TIGER 2013
4659,2013,County Road 31 Rehabilitation: Improving Farm to Market Connections,"Yolo County, California",California,Woodland,Road,Rural,4982221.0,5535801.0,B: County Government,TIGER 2013
4660,2013,Aviation Transit Station at 61st and Pena Boulevard,City and County of Denver,Colorado,Denver,Transit,Urban,20000000.0,41132867.0,B: County Government,TIGER 2013
4661,2013,Central City Parkway Resurfacing,City of Central City,Colorado,Central City,Road,Rural,1500000.0,1500000.0,C: City or Township Government,TIGER 2013
4662,2013,Vine/Lemay Project,City of Fort Collins,Colorado,Fort Collins,Road,Urban,39680000.0,49900000.0,C: City or Township Government,TIGER 2013
4663,2013,Eisenhower/Johnson Memorial Tunnel (EJMT) Fixed Fire Suppression System,Colorado Department of Transportation,Colorado,Denver,Road,Rural,10000000.0,25000000.0,A: State Government,TIGER 2013
4664,2013,I-25 Safety Improvements & Multi-Modal Project,Colorado Department of Transportation,Colorado,Denver,Road,Urban,15000000.0,46960000.0,A: State Government,TIGER 2013
4665,2013,The Fillmore Street and Interstate 25 (I 25) Diverging Diamond Interchange (DDI) Project,Colorado Department of Transportation,Colorado,Denver,Road,Urban,11000000.0,24100000.0,A: State Government,TIGER 2013
4666,2013,Eagle County Regional Airport Interchange and Connector Bridge,Eagle County Government,Colorado,Eagle,Road,Rural,62000000.0,67000000.0,B: County Government,TIGER 2013
4667,2013,Denver North Metro Rail Line,FasTracks Regional Transportation District of Denver,Colorado,Denver,Transit,Urban,20000000.0,445800000.0,,TIGER 2013
4668,2013,Hinsdale County Public Transportation Storage & Maintenance Facility,Hinsdale County,Colorado,Lake City,Transit,Rural,1514515.0,1514515.0,B: County Government,TIGER 2013
4669,2013,Capital improvements to County Road 1 (CR-1),Ouray County,Colorado,Ouray,Road,Rural,9998804.0,9998804.0,B: County Government,TIGER 2013
4670,2013,16th Street Mall Reconstruction Project,Regional Transportation District (RTD),Colorado,Denver,Road,Urban,10000000.0,16085621.0,D: Special District Government,TIGER 2013
4671,2013,Town of Pagosa Springs's 5th Street Vehicular Bridge and Road Extension,Town of Pagosa Springs,Colorado,Pagosa Springs,Road,Rural,6169410.0,6494410.0,C: City or Township Government,TIGER 2013
4672,2013,Great Western Freight Improvement Project,"Town of Windsor, Colorado",Colorado,Windsor,Freight Rail,Rural,14902948.0,22902948.0,C: City or Township Government,TIGER 2013
4673,2013,Southeastern Litchfield County Rural Bus Service,Central Connecticut Regional Planning Agency,Connecticut,Bristol,Transit,Rural,1500000.0,1500000.0,E: Regional Organization,TIGER 2013
4674,2013,Multi Modal Roadway Improvements for Transit Oriented Development (TOD) District,"City of Meriden, CT",Connecticut,Meriden,Road,Urban,14620500.0,18916400.0,C: City or Township Government,TIGER 2013
4675,2013,"New Haven Downtown Crossing, Phase 2",City of New Haven,Connecticut,New Haven,Road,Urban,10000000.0,12500000.0,C: City or Township Government,TIGER 2013
4676,2013,New Haven Expansion of State Street Station for regional rail passenger services,Connecticut Department of Transportation,Connecticut,Newington,Freight Rail,Urban,10000000.0,17044100.0,A: State Government,TIGER 2013
4677,2013,Northeast Connecticut Air Line Trail Bridge Connections,Northeastern Connecticut Council of Governments,Connecticut,Dayville,Bicycle and Pedestrian,Rural,1175000.0,1175000.0,E: Regional Organization,TIGER 2013
4678,2013,Railroad Rehabilitation and improved industrial access in Northwestern Connecticut,Northwestern Connecticut Council of Governments,Connecticut,Cornwall Bridge,Freight Rail,Rural,15197998.0,17375198.0,E: Regional Organization,TIGER 2013
4679,2013,Norwalk Multimodal Connector Project,Norwalk Redevelopment Agency,Connecticut,Norwalk,Road,Urban,12750000.0,20995000.0,C: City or Township Government,TIGER 2013
4680,2013,Rehabilitation of Wharf Unit 1 (Berths 5 and 6),Diamond State Port Corporation,Delaware,Wilmington,Maritime,Urban,10000000.0,13356000.0,A: State Government,TIGER 2013
4681,2013,Anacostia Gateway Project: Transit and Transportation Access Improvements,District of Columbia Department of Transportation,District of Columbia,Washington,Transit,Urban,18939063.0,62891306.0,C: City or Township Government,TIGER 2013
4682,2013,St. John's Heritage Parkway,Brevard County Board of County Commissioners,Florida,Melbourne,Road,Urban,9635500.0,19271000.0,B: County Government,TIGER 2013
4683,2013,Port Canaveral Multimodal Terminal Logistics Center Description,Canaveral Port Authority,Florida,Cape Canaveral,Maritime,Urban,14250000.0,23000000.0,D: Special District Government,TIGER 2013
4684,2013,Orange Avenue Midtown Multimodal Corridor Infrastructure Improvements,City of Daytona Beach,Florida,Daytona Beach,Road,Urban,10000000.0,26491545.0,C: City or Township Government,TIGER 2013
4685,2013,Hanson Street Extension,City of Fort Myers,Florida,Fort Myers,Road,Urban,10900400.0,17100400.0,C: City or Township Government,TIGER 2013
4686,2013,Front Beach Road Segment 2 Improvement Project,City of Panama City Beach,Florida,Panama City Beach,Road,Urban,8500000.0,17000000.0,C: City or Township Government,TIGER 2013
4687,2013,Pensacola International Airport Multimodal Passenger Transfer Facility and Cargo Connector,City of Pensacola,Florida,Pensacola,Road,Urban,31280000.0,39100000.0,C: City or Township Government,TIGER 2013
4688,2013,City of Sanford/Orange City Riverwalk Multimodal and Complete Street Improvements,City of Sanford,Florida,Sanford,Road,Urban,15200000.0,23000000.0,C: City or Township Government,TIGER 2013
4689,2013,Greenway Interchange District Multimodal Transportation Improvement Project,City of Winter Springs,Florida,Winter Springs,Road,Urban,8000000.0,10000000.0,C: City or Township Government,TIGER 2013
4690,2013,US 90A / Nine Mile Rd Expansion,"Escambia County, FL",Florida,Pensacola,Road,Urban,12080000.0,20562370.0,B: County Government,TIGER 2013
4691,2013,"Escambia and Santa Rosa County, Florida, Regional Advanced Traffic Management System",Florida Department of Transportation,Florida,Tallahassee,Road,Urban,12940080.0,24940080.0,A: State Government,TIGER 2013
4692,2013,Minneola Area Economic Development Facility,Florida Department of Transportation,Florida,Ocoee,Road,Urban,18975000.0,65277500.0,A: State Government,TIGER 2013
4693,2013,South Florida Freight & Passenger Rail Enhancement Project,Florida Department of Transportation,Florida,Tallahassee,Freight Rail,Urban,13750000.0,47255000.0,A: State Government,TIGER 2013
4694,2013,University City Prosperity Project,Florida International University,Florida,Miami,Road,Urban,20980273.0,123809794.0,A: State Government,TIGER 2013
4695,2013,Phase I Multi-Modal Connection at Orlando International Airport,Greater Orlando Aviation Authority,Florida,Orlando,Road,Urban,10000000.0,13218000.0,D: Special District Government,TIGER 2013
4696,2013,Deltona Boulevard (CR 589) Roadway Improvements,Hernando County Metropolitan Planning Organization,Florida,Brooksville,Road,Urban,13200000.0,16500000.0,B: County Government,TIGER 2013
4697,2013,HART Migration to Compressed Natural Gas Fuel,Hillsborough Transit Authority,Florida,Tampa,Transit,Urban,10000000.0,14285714.0,X: Other (specify),TIGER 2013
4698,2013,Brooklyn Skyway Extension and Station Development,Jacksonville Transportation Authority,Florida,Jacksonville,Transit,Urban,10000000.0,19738000.0,X: Other (specify),TIGER 2013
4699,2013,Lee County Complete Streets Initiative,Lee County Metropolitan Planning Organization,Florida,Cape Coral,Road,Urban,10473900.0,13210918.0,E: Regional Organization,TIGER 2013
4700,2013,Road Network Improvements Lee County Port Authority,Lee County Port Authority,Florida,Fort Myers,Road,Rural,11997320.0,17382530.0,X: Other (specify),TIGER 2013
4701,2013,Port Manatee Rail Enhancements and Intermodal Container Yard,Manatee County Port Authority,Florida,Palmetto,Maritime,Urban,14360000.0,17950000.0,B: County Government,TIGER 2013
4702,2013,S.E. 92nd Loop Phase A,Marion County Board of County Commissioners,Florida,Ocala,Road,Rural,9053449.0,14553449.0,B: County Government,TIGER 2013
4703,2013,S.E. 92nd Loop Phase B,Marion County Board of County Commissioners,Florida,Ocala,Road,Rural,15956449.0,23472449.0,B: County Government,TIGER 2013
4704,2013,Cargo Yard Improvements and eRubber Tired Gantry Conversion,Miami-Dade County,Florida,Miami,Maritime,Urban,17500000.0,32500000.0,B: County Government,TIGER 2013
4705,2013,Sonovoid Bridges Rehabilitation Project,Miami-Dade County,Florida,Miami,Road,Urban,10921172.0,13651465.0,B: County Government,TIGER 2013
4706,2013,SR 836 Expressed Enhanced Bus Service Project,Miami-Dade Transit,Florida,Miami,Transit,Urban,10500000.0,15000000.0,B: County Government,TIGER 2013
4707,2013,Central Florida Regional Pedestrian Safety Program,"Orange County, Florida",Florida,Orlando,Road,Urban,10460486.0,25605850.0,B: County Government,TIGER 2013
4708,2013,The Pinellas Trail Loop,Pinellas County Metropolitan Planning Organization,Florida,Clearwater,Bicycle and Pedestrian,Urban,23340000.0,33655880.0,X: Other (specify),TIGER 2013
4709,2013,Central Avenue Bus Rapid Transit Corridor Project,Pinellas Suncoast Transit Authority,Florida,Saint Petersburg,Transit,Urban,10800000.0,15440000.0,D: Special District Government,TIGER 2013
4710,2013,Polk County Regional Intermodal Center (RIC),Polk County Board of County Commissioners,Florida,Bartow,Transit,Urban,14915136.0,18563594.0,B: County Government,TIGER 2013
4711,2013,Port of Palm Beach - Slip 3 Seaport Infrastructure Project,Port of Palm Beach District,Florida,West Palm Beach,Maritime,Urban,10000000.0,26650996.0,D: Special District Government,TIGER 2013
4712,2013,Barge Port and Roadway Improvements,Putnam County Board of County Commissioners,Florida,East Palatka,Maritime,Urban,9140714.0,11140714.0,B: County Government,TIGER 2013
4713,2013,Hydraulic Hybrid Advanced Rural Low Floor Vehicle,Putnam County Board of County Commissioners,Florida,Palatka,Transit,Rural,1116442.0,1614673.0,M: Nonprofit with 501C3 IRS Status (Other than Institution of Higher Education),TIGER 2013
4714,2013,NE Florida Rural Center Transportation Connectivity Initiative,Putnam County Board of County Commissioners,Florida,East Palatka,Road,Rural,8173276.0,10173276.0,B: County Government,TIGER 2013
4715,2013,Sarasota Bee Ridge Expansion and Improvements,Sarasota County Board of County Commissioners,Florida,Sarasota,Road,Urban,14400000.0,18000000.0,B: County Government,TIGER 2013
4716,2013,Snake Road Segment 2 Improvement Project,Seminole Tribe of Florida,Florida,Hollywood,Road,Rural,6000000.0,8000000.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2013
4717,2013,Tri-Rail Northern Layover Facility,South Florida Regional Transportation Authority,Florida,Pompano Beach,Transit,Urban,20494195.0,34867890.0,E: Regional Organization,TIGER 2013
4718,2013,Broad Causeway/Kane Concourse Bridge Repair,Town of Bay Harbor Islands,Florida,Miami,Road,Urban,10000000.0,13543750.0,C: City or Township Government,TIGER 2013
4719,2013,Savannah Streetcar,Chatham Area Transit Authority,Georgia,Savannah,Transit,Urban,43450000.0,59450000.0,A: State Government,TIGER 2013
4720,2013,Southwest Atlanta BeltLine Corridor Trail Project,City of Atlanta,Georgia,Atlanta,Bicycle and Pedestrian,Urban,18000000.0,43241289.0,C: City or Township Government,TIGER 2013
4721,2013,Second Street Downtown Corridor Revitalization,City of Macon,Georgia,Macon,Road,Urban,24000000.0,39000000.0,C: City or Township Government,TIGER 2013
4722,2013,Cordele Inland Port Intermodal Rail Facility and Heart of Georgia Railroad,Crisp County‐Cordele Industrial Development Authority,Georgia,Cordele,Road,Rural,18025000.0,26025000.0,B: County Government,TIGER 2013
4723,2013,Griswoldville Industrial Park Rail Spur,Development Authority of Jones County,Georgia,Gray,Freight Rail,Rural,3051390.0,3051390.0,B: County Government,TIGER 2013
4724,2013,East River Terminal Rehabilitation & Multi-Modal Modernization,Georgia Ports Authority,Georgia,Savannah,Maritime,Urban,10000000.0,25000000.0,A: State Government,TIGER 2013
4725,2013,Downtown Dahlonega Complete Streets Corridor Improvements,Lumpkin County,Georgia,Dahlonega,Road,Rural,8810000.0,9524828.0,C: City or Township Government,TIGER 2013
4726,2013,MARTA - Audio Visual Information System (AVIS),Metropolitan Atlanta Rapid Transit Authority (MARTA),Georgia,Atlanta,Transit,Urban,20565159.0,73446997.0,X: Other (specify),TIGER 2013
4727,2013,Airways Avenue Widening Project,Savannah Airport Commission,Georgia,Savannah,Road,Urban,7228000.0,9035000.0,X: Other (specify),TIGER 2013
4728,2013,Container Yard Drainage and Pavement Repair,Port Authority of Guam,Guam,Piti,Maritime,Rural,3657397.0,3657397.0,F: U.S. Territory or Possession,TIGER 2013
4729,2013,MEO/COM Transportation Project,County of Maui Department of Transportation,Hawaii,Wailuku,Transit,Rural,7050000.0,24379865.0,B: County Government,TIGER 2013
4730,2013,Pier 4 Wharf Improvements Project at Hilo Commercial Harbor on the Island of Hawaii,Hawaii Department of Transportation Harbors Division,Hawaii,Honolulu,Maritime,Rural,35000000.0,49664678.0,A: State Government,TIGER 2013
4731,2013,"Saddle Road Improvements - East Side, Mile Post 6 to Mile Post 11",State of Hawaii Department of Transportation,Hawaii,Honolulu,Road,Rural,34000000.0,51000000.0,A: State Government,TIGER 2013
4732,2013,Centenial Energy Park Rail Improvements,Clark County Idaho,Idaho,Dubois,Freight Rail,Rural,2143269.0,2232269.0,B: County Government,TIGER 2013
4733,2013,Connected Vehicle System for Rural Idaho,Idaho Transportation Department,Idaho,Boise,Transit,Rural,9957000.0,16002595.0,A: State Government,TIGER 2013
4734,2013,"US-95, Worley North, Stage 2, (Worley Main Street) Project",Idaho Transportation Department,Idaho,Boise,Road,Rural,7400000.0,9250000.0,A: State Government,TIGER 2013
4735,2013,Cherrylane Bridge,"Nez Perce County, Idaho",Idaho,Lewiston,Road,Rural,15000000.0,17300000.0,B: County Government,TIGER 2013
4736,2013,Micro-Urban Mobility Enhanced Development,Champaign-Urbana Mass Transit District,Illinois,Urbana,Road,Urban,13527013.0,29700300.0,D: Special District Government,TIGER 2013
4737,2013,Damen-Elston-Fullerton Intersection Improvement and Roadway Re-route,City of Chicago,Illinois,Chicago,Road,Urban,15900000.0,46456000.0,C: City or Township Government,TIGER 2013
4738,2013,Jackson Street Corridor Multimodal Improvement,City of Danville,Illinois,Danville,Road,Urban,13078467.0,17218079.0,C: City or Township Government,TIGER 2013
4739,2013,Dekalb County Public Transportation Facility,City of Dekalb,Illinois,Dekalb,Transit,Urban,11450000.0,15750000.0,C: City or Township Government,TIGER 2013
4740,2013,"This is a multi-modal transportation project that will witness the creation of 2.75 miles of multi-use path and the reconstruction of a main arterial road in the City of Dixon, Illinois.",City of Dixon,Illinois,Dixon,Bicycle and Pedestrian,Rural,9964304.0,12861224.0,C: City or Township Government,TIGER 2013
4741,2013,Reconstruction of Canadian National Railroad bridge over Brookmont Boulevard.,City of Kankakee,Illinois,Kankakee,Road,Urban,12000000.0,24000000.0,C: City or Township Government,TIGER 2013
4742,2013,Exit Ramp off S/B I-294 to E/B Illinois Route 64 (North Avenue)/US 20 (Lake Street),City of Northlake,Illinois,Melrose Park,Road,Urban,24145000.0,30380000.0,C: City or Township Government,TIGER 2013
4743,2013,"Pioneer Parkway Extension in Peoria, Illinois","City of Peoria, Illinois",Illinois,Peoria,Road,Urban,15303200.0,19129000.0,C: City or Township Government,TIGER 2013
4744,2013,Midtown Road Shared Use Overpass,City of Peru,Illinois,Peru,Road,Rural,3870670.0,4300744.0,C: City or Township Government,TIGER 2013
4745,2013,Wenzel Road Extension,City of Peru,Illinois,Peru,Road,Rural,3305109.0,4131386.0,C: City or Township Government,TIGER 2013
4746,2013,"Chicago to St. Louis High-Speed Rail, Springfield Rail Improvements Project, Carpenter Street","City of Springfield, Illinois",Illinois,Springfield,Freight Rail,Urban,14400000.0,21800000.0,C: City or Township Government,TIGER 2013
4747,2013,TAFT AVENUE EXTENSION AND BRIDGE PROJECT,"DuPage County, IL",Illinois,Wheaton,Road,Urban,20000000.0,40644194.0,B: County Government,TIGER 2013
4748,2013,"New Construction of new maintenance facility to allow for a higher functionality, safer, and more efficient building on owned land with a current categorical exclusion.",Greater Peoria Mass Transit District,Illinois,Peoria,Transit,Urban,24000000.0,30000000.0,D: Special District Government,TIGER 2013
4749,2013,CREATE GS6 Project,Illinois Department of Transportation,Illinois,Chicago,Freight Rail,Urban,17500000.0,31100000.0,A: State Government,TIGER 2013
4750,2013,Halsted Street Reconstruction,Illinois Department of Transportation,Illinois,Schaumburg,Road,Urban,19070100.0,25743375.0,A: State Government,TIGER 2013
4751,2013,I-74 Bridge: John Deere Roadway (IL 5) East Approach,Illinois Department of Transportation,Illinois,Davis Junction,Road,Urban,28168000.0,35210000.0,A: State Government,TIGER 2013
4752,2013,Rehabilitation of the Iroquois Landing Dock Wall.,Illinois International Port District,Illinois,Chicago,Maritime,Urban,14000000.0,20000000.0,D: Special District Government,TIGER 2013
4753,2013,Milwaukee District - West Line Fox River Bridge Improvement Project,Metra,Illinois,Chicago,Freight Rail,Urban,17000000.0,34000000.0,D: Special District Government,TIGER 2013
4754,2013,Mid-America Intermodal Regional Port:  An intermodal dock and berthing facility connected to a land based surface interstate transportation network.,Mid-America Intermodal Authority Port District,Illinois,Quincy,Maritime,Rural,18384000.0,24000000.0,X: Other (specify),TIGER 2013
4755,2013,Pace South Division Bus Garage Improvements and Renovations,Pace Suburban Bus Division of the RTA,Illinois,Arlington Heights,Transit,Urban,16000000.0,20000000.0,E: Regional Organization,TIGER 2013
4756,2013,Interstate 57 Split Diamond Creation with Southwest Bypass Boulevard,The City of West Frankfort,Illinois,West Frankfort,Road,Rural,15000000.0,18750000.0,C: City or Township Government,TIGER 2013
4757,2013,South Harbor Intermodal Transfer Facility,Tri-City Regional Port District,Illinois,Granite City,Maritime,Rural,10500000.0,21000000.0,D: Special District Government,TIGER 2013
